STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
ARKANSAS,5,2017,November,Drought
ARKANSAS,5,2017,November,Drought
ARKANSAS,5,2017,November,Drought
ARKANSAS,5,2017,November,Drought
ARKANSAS,5,2017,November,Drought
TEXAS,48,2017,January,Drought
TEXAS,48,2017,January,Drought
TEXAS,48,2017,January,Drought
TEXAS,48,2017,January,Drought
IOWA,19,2017,October,Drought
IOWA,19,2017,October,Drought
TEXAS,48,2017,December,Drought
CONNECTICUT,9,2017,March,Drought
CONNECTICUT,9,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MASSACHUSETTS,25,2017,March,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
MISSOURI,29,2017,November,Drought
ILLINOIS,17,2017,November,Drought
ILLINOIS,17,2017,November,Drought
ARKANSAS,5,2017,January,Drought
ARKANSAS,5,2017,January,Drought
ARKANSAS,5,2017,January,Drought
ALABAMA,1,2017,January,Drought
ARKANSAS,5,2017,January,Drought
ARKANSAS,5,2017,January,Drought
ILLINOIS,17,2017,December,Drought
ILLINOIS,17,2017,December,Drought
ALABAMA,1,2017,January,Drought
ALABAMA,1,2017,January,Drought
ALABAMA,1,2017,January,Drought
ALABAMA,1,2017,January,Drought
ALABAMA,1,2017,January,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
MISSOURI,29,2017,December,Drought
ALABAMA,1,2017,January,Drought
ALABAMA,1,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
HAWAII,15,2017,January,Drought
HAWAII,15,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
MASSACHUSETTS,25,2017,January,Drought
CONNECTICUT,9,2017,January,Drought
CONNECTICUT,9,2017,January,Drought
CONNECTICUT,9,2017,January,Drought
SOUTH CAROLINA,45,2017,January,Drought
SOUTH CAROLINA,45,2017,January,Drought
SOUTH CAROLINA,45,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
TEXAS,48,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
OKLAHOMA,40,2017,January,Drought
