STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
TEXAS,48,2015,September,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
OKLAHOMA,40,2015,March,Drought
TEXAS,48,2015,March,Drought
TEXAS,48,2015,March,Drought
TEXAS,48,2015,March,Drought
TEXAS,48,2015,March,Drought
TEXAS,48,2015,March,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
NEW MEXICO,35,2015,February,Drought
TEXAS,48,2015,March,Drought
TEXAS,48,2015,March,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,February,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,April,Drought
COLORADO,8,2015,January,Drought
NEW MEXICO,35,2015,February,Drought
NEW MEXICO,35,2015,February,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,April,Drought
OKLAHOMA,40,2015,February,Drought
